"description","ip_address","nick_name","age","gender","academic_study","start_time","end_time","run_time","data_name","pic_name","pic_id","test_param","param_value","rorschach","curvature","target_curvature","null_curvature","target_variability","null_variability","sample_size","obs_plot_location","response_no","correct","conf_level","choice_reason","participant_count","plot_count"
"emily-log-2","","5e535b9cd42f5f965117a845328ecdc7","19-25","Female","Graduate Degree",1605826951.36246,1605827018.71704,67.3545768260956,"f28e70dc6b7365974b49d253cdd85363","plots/svg/e2e1ff57be869422245fc51b15415492.svg","30","log","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,8,0,"Neutral","Clustering",26,12
"emily-log-2","","5e535b9cd42f5f965117a845328ecdc7","31-35","Male","Undergraduate Degree",1605827018.75201,1605827048.68723,29.9352209568024,"3d689aa117d70559b73fe8398f1a44c6","plots/svg/20d0abf28998f59ada75cce6b4999158.svg","21","linear","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,1,1,"Certain","Outlier(s)",26,15
"emily-log-2","","5e535b9cd42f5f965117a845328ecdc7","19-25","Female","Graduate Degree",1605827018.75201,1605827048.68723,29.9352209568024,"3d689aa117d70559b73fe8398f1a44c6","plots/svg/20d0abf28998f59ada75cce6b4999158.svg","21","linear","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,1,1,"Certain","Outlier(s)",26,15
"emily-log-2","","5e535b9cd42f5f965117a845328ecdc7","31-35","Male","Undergraduate Degree",1605827048.72047,1605827083.3401,34.6196274757385,"87f34b01f1fce217b6c33e04da081ed0","plots/svg/35c0c87a6158fa1687b8ff46e56443e6.svg","5","linear","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,12,1,"Neutral","Outlier(s)",26,13
"emily-log-2","","5e535b9cd42f5f965117a845328ecdc7","19-25","Female","Graduate Degree",1605827048.72047,1605827083.3401,34.6196274757385,"87f34b01f1fce217b6c33e04da081ed0","plots/svg/35c0c87a6158fa1687b8ff46e56443e6.svg","5","linear","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,12,1,"Neutral","Outlier(s)",26,13
"emily-log-2","","5e535b9cd42f5f965117a845328ecdc7","31-35","Male","Undergraduate Degree",1605827083.37478,1605827132.30251,48.9277322292328,"f28e70dc6b7365974b49d253cdd85363","plots/svg/abd7b714d3c960b93247a0a3e0308473.svg","29","linear","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,8,0,"Neutral","Outlier(s)",26,12
"emily-log-2","","5e535b9cd42f5f965117a845328ecdc7","19-25","Female","Graduate Degree",1605827083.37478,1605827132.30251,48.9277322292328,"f28e70dc6b7365974b49d253cdd85363","plots/svg/abd7b714d3c960b93247a0a3e0308473.svg","29","linear","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,8,0,"Neutral","Outlier(s)",26,12
"emily-log-2","","5e535b9cd42f5f965117a845328ecdc7","31-35","Male","Undergraduate Degree",1605827132.33961,1605827248.23615,115.896542549133,"8ad2ea6719790c191cedf1038d3cbca5","plots/svg/5df2947852318075a066e55984da5020.svg","13","linear","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,13,0,"Certain","Clustering",26,11
"emily-log-2","","5e535b9cd42f5f965117a845328ecdc7","19-25","Female","Graduate Degree",1605827132.33961,1605827248.23615,115.896542549133,"8ad2ea6719790c191cedf1038d3cbca5","plots/svg/5df2947852318075a066e55984da5020.svg","13","linear","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,13,0,"Certain","Clustering",26,11
"emily-log-2","","5e535b9cd42f5f965117a845328ecdc7","31-35","Male","Undergraduate Degree",1605827248.27366,1605827259.53438,11.260719537735,"87f34b01f1fce217b6c33e04da081ed0","plots/svg/5ecce62e937c1598e901631b3a1821d2.svg","6","log","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,12,1,"Certain","Different shape",26,13
"emily-log-2","","5e535b9cd42f5f965117a845328ecdc7","19-25","Female","Graduate Degree",1605827248.27366,1605827259.53438,11.260719537735,"87f34b01f1fce217b6c33e04da081ed0","plots/svg/5ecce62e937c1598e901631b3a1821d2.svg","6","log","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,12,1,"Certain","Different shape",26,13
"emily-log-2","","5e535b9cd42f5f965117a845328ecdc7","31-35","Male","Undergraduate Degree",1605827259.59284,1605827271.86662,12.2737710475922,"8ad2ea6719790c191cedf1038d3cbca5","plots/svg/df10610fd0e27c50fe0db5b8ca04f080.svg","14","log","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,10,1,"Certain","Different shape",26,11
"emily-log-2","","5e535b9cd42f5f965117a845328ecdc7","19-25","Female","Graduate Degree",1605827259.59284,1605827271.86662,12.2737710475922,"8ad2ea6719790c191cedf1038d3cbca5","plots/svg/df10610fd0e27c50fe0db5b8ca04f080.svg","14","log","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,10,1,"Certain","Different shape",26,11
"emily-log-2","","5e535b9cd42f5f965117a845328ecdc7","31-35","Male","Undergraduate Degree",1605827271.92214,1605827292.69817,20.7760283946991,"8012cc5c1e8c712893cc2a9a040c11b1","plots/svg/1ec5254497cf832302fe84e8cc60d25d.svg","18","log","target-M-Lv_null-M-Lv_r1","1","t-M_n-M","M","M","Lv","Lv",50,13,15,0,"Neutral","Clustering",26,4
"emily-log-2","","5e535b9cd42f5f965117a845328ecdc7","19-25","Female","Graduate Degree",1605827271.92214,1605827292.69817,20.7760283946991,"8012cc5c1e8c712893cc2a9a040c11b1","plots/svg/1ec5254497cf832302fe84e8cc60d25d.svg","18","log","target-M-Lv_null-M-Lv_r1","1","t-M_n-M","M","M","Lv","Lv",50,13,15,0,"Neutral","Clustering",26,4
"emily-log-2","","5e535b9cd42f5f965117a845328ecdc7","31-35","Male","Undergraduate Degree",1605827292.72984,1605827308.15119,15.4213480949402,"6a72b42ba970ea6798a886761baf324f","plots/svg/16ce6f7a2dfb1a760c7ba8bcd54daccc.svg","11","linear","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,17,1,"Certain","Outlier(s)",26,13
"emily-log-2","","5e535b9cd42f5f965117a845328ecdc7","19-25","Female","Graduate Degree",1605827292.72984,1605827308.15119,15.4213480949402,"6a72b42ba970ea6798a886761baf324f","plots/svg/16ce6f7a2dfb1a760c7ba8bcd54daccc.svg","11","linear","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,17,1,"Certain","Outlier(s)",26,13
"emily-log-2","","5e535b9cd42f5f965117a845328ecdc7","31-35","Male","Undergraduate Degree",1605827308.18443,1605827326.84987,18.6654405593872,"6a72b42ba970ea6798a886761baf324f","plots/svg/19640c3dc14337740f45aee91eed5803.svg","12","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,17,1,"Certain","Different shape",26,12
"emily-log-2","","5e535b9cd42f5f965117a845328ecdc7","19-25","Female","Graduate Degree",1605827308.18443,1605827326.84987,18.6654405593872,"6a72b42ba970ea6798a886761baf324f","plots/svg/19640c3dc14337740f45aee91eed5803.svg","12","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,17,1,"Certain","Different shape",26,12
"emily-log-2","","5e535b9cd42f5f965117a845328ecdc7","31-35","Male","Undergraduate Degree",1605827326.88138,1605827339.79413,12.9127485752106,"47748c8978f11fc269bed62ca7f6a4d3","plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg","28","log","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Certain","Different shape",26,16
"emily-log-2","","5e535b9cd42f5f965117a845328ecdc7","19-25","Female","Graduate Degree",1605827326.88138,1605827339.79413,12.9127485752106,"47748c8978f11fc269bed62ca7f6a4d3","plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg","28","log","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Certain","Different shape",26,16
"emily-log-2","","28fad056d8ae07f1fce2cfb4f2a2652a","36-40","Male","Undergraduate Degree",1605842685.25797,1605842793.21577,107.957800865173,"8012cc5c1e8c712893cc2a9a040c11b1","plots/svg/820438d18efea32daec169de0273d756.svg","17","linear","target-M-Lv_null-M-Lv_r1","1","t-M_n-M","M","M","Lv","Lv",50,13,2,0,"Neutral","Clustering, Outlier(s)",13,3
"emily-log-2","","28fad056d8ae07f1fce2cfb4f2a2652a","36-40","Male","Undergraduate Degree",1605842793.27795,1605842826.44058,33.1626355648041,"3d689aa117d70559b73fe8398f1a44c6","plots/svg/20d0abf28998f59ada75cce6b4999158.svg","21","linear","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,1,1,"Uncertain","Different shape, Different slope",13,15
"emily-log-2","","28fad056d8ae07f1fce2cfb4f2a2652a","36-40","Male","Undergraduate Degree",1605842826.47604,1605842888.55976,62.0837135314941,"b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/e9510e025a1152c8bc78255bdc926f93.svg","31","linear","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,3,0,"Neutral","Clustering, Different range",13,13
"emily-log-2","","28fad056d8ae07f1fce2cfb4f2a2652a","36-40","Male","Undergraduate Degree",1605842888.59237,1605842932.29336,43.7009918689728,"8ad2ea6719790c191cedf1038d3cbca5","plots/svg/df10610fd0e27c50fe0db5b8ca04f080.svg","14","log","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,19,0,"Certain","Outlier(s)",13,11
"emily-log-2","","28fad056d8ae07f1fce2cfb4f2a2652a","36-40","Male","Undergraduate Degree",1605842932.34593,1605842950.36153,18.0155999660492,"d5c6dd039c67d2cb6771b22aa1c6aaac","plots/svg/929c1e7fdc8f70077cdaf06728393cf6.svg","26","log","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,1,1,1,"Very Certain","Different shape, Different slope",13,7
"emily-log-2","","28fad056d8ae07f1fce2cfb4f2a2652a","36-40","Male","Undergraduate Degree",1605842950.39693,1605842997.1405,46.7435712814331,"3d689aa117d70559b73fe8398f1a44c6","plots/svg/d6bc919b68b3711ec58a7d2d12363647.svg","22","log","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,18,0,"Certain","Outlier(s)",13,13
"emily-log-2","","28fad056d8ae07f1fce2cfb4f2a2652a","36-40","Male","Undergraduate Degree",1605842997.17631,1605843035.66731,38.4910011291504,"d5c6dd039c67d2cb6771b22aa1c6aaac","plots/svg/3abe4bc02329ef5d724fd9ae7d438532.svg","25","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,1,1,1,"Uncertain","Different slope",13,8
"emily-log-2","","28fad056d8ae07f1fce2cfb4f2a2652a","36-40","Male","Undergraduate Degree",1605843035.69983,1605843078.35658,42.6567485332489,"b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/39f08ba7613fc59a3b114a36a3a14244.svg","32","log","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,3,0,"Neutral","Clustering",13,11
"emily-log-2","","28fad056d8ae07f1fce2cfb4f2a2652a","36-40","Male","Undergraduate Degree",1605843078.38614,1605843129.22013,50.8339910507202,"8ad2ea6719790c191cedf1038d3cbca5","plots/svg/5df2947852318075a066e55984da5020.svg","13","linear","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,19,0,"Uncertain","Clustering, Outlier(s)",13,11
"emily-log-2","","28fad056d8ae07f1fce2cfb4f2a2652a","36-40","Male","Undergraduate Degree",1605843129.25002,1605843140.60444,11.3544232845306,"6a72b42ba970ea6798a886761baf324f","plots/svg/19640c3dc14337740f45aee91eed5803.svg","12","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,17,1,"Very Certain","Different slope",13,12
"emily-log-2","","28fad056d8ae07f1fce2cfb4f2a2652a","36-40","Male","Undergraduate Degree",1605843140.63636,1605843161.79154,21.1551730632782,"6a72b42ba970ea6798a886761baf324f","plots/svg/16ce6f7a2dfb1a760c7ba8bcd54daccc.svg","11","linear","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,17,1,"Certain","Different slope",13,13
"emily-log-2","","28fad056d8ae07f1fce2cfb4f2a2652a","36-40","Male","Undergraduate Degree",1605843161.84239,1605843233.34677,71.5043802261353,"87f34b01f1fce217b6c33e04da081ed0","plots/svg/35c0c87a6158fa1687b8ff46e56443e6.svg","5","linear","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,14,0,"Uncertain","Different range, Outlier(s)",13,13
"emily-log-2","","28fad056d8ae07f1fce2cfb4f2a2652a","36-40","Male","Undergraduate Degree",1605843233.37731,1605843271.8266,38.4492859840393,"87f34b01f1fce217b6c33e04da081ed0","plots/svg/5ecce62e937c1598e901631b3a1821d2.svg","6","log","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,12,1,"Uncertain","Different slope",13,13
"emily-log-2","","1a81e4bc01b252e4a1b54b449d5f2e96","19-25","Male","Graduate Degree",1605857010.60471,1605857063.56491,52.9601955413818,"7ff3391e264e98652cdb6eb8b85088c4","plots/svg/2192c71bf5b17dcdc925ca95c98694e0.svg","16","log","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,10,1,"Certain","Different shape",13,13
"emily-log-2","","1a81e4bc01b252e4a1b54b449d5f2e96","19-25","Male","Graduate Degree",1605857063.62383,1605857087.75243,24.1286001205444,"b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/39f08ba7613fc59a3b114a36a3a14244.svg","32","log","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,12,1,"Certain","Different shape",13,11
"emily-log-2","","1a81e4bc01b252e4a1b54b449d5f2e96","19-25","Male","Graduate Degree",1605857087.78221,1605857102.21973,14.4375166893005,"d14de6e8946c29750256921ce0462931","plots/svg/b3a9571d8982604b9f655471bfe04fc1.svg","9","linear","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,15,15,1,"Very Certain","Different shape",13,12
"emily-log-2","","1a81e4bc01b252e4a1b54b449d5f2e96","19-25","Male","Graduate Degree",1605857102.25781,1605857117.37575,15.1179420948029,"d14de6e8946c29750256921ce0462931","plots/svg/b31a013dcd39fb18f0adb334dea600e1.svg","10","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,15,15,1,"Very Certain","Different shape",13,12
"emily-log-2","","1a81e4bc01b252e4a1b54b449d5f2e96","19-25","Male","Graduate Degree",1605857117.40662,1605857140.09321,22.6865844726562,"b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/e9510e025a1152c8bc78255bdc926f93.svg","31","linear","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,12,1,"Certain","Different shape",13,13
"emily-log-2","","1a81e4bc01b252e4a1b54b449d5f2e96","19-25","Male","Graduate Degree",1605857140.12665,1605857178.08908,37.9624273777008,"47748c8978f11fc269bed62ca7f6a4d3","plots/svg/d4332bd8e199471b74969e986f987ac8.svg","27","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Certain","Different shape",13,19
"emily-log-2","","1a81e4bc01b252e4a1b54b449d5f2e96","19-25","Male","Graduate Degree",1605857178.12421,1605857188.77199,10.6477785110474,"47748c8978f11fc269bed62ca7f6a4d3","plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg","28","log","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Very Certain","Different shape",13,16
"emily-log-2","","1a81e4bc01b252e4a1b54b449d5f2e96","19-25","Male","Graduate Degree",1605857188.80528,1605857226.52418,37.7188959121704,"7ff3391e264e98652cdb6eb8b85088c4","plots/svg/d8dea45d5c5b31523324bc29de32411f.svg","15","linear","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,10,1,"Neutral","Different shape",13,14
"emily-log-2","","1a81e4bc01b252e4a1b54b449d5f2e96","19-25","Male","Graduate Degree",1605857226.57876,1605857243.75104,17.1722784042358,"184b9f1a90081e0ffeedc112c6431d9c","plots/svg/a22fa470f1028ba1fa6fc5d121887a46.svg","23","linear","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,13,13,1,"Neutral","Different shape",13,10
"emily-log-2","","1a81e4bc01b252e4a1b54b449d5f2e96","19-25","Male","Graduate Degree",1605857243.80203,1605857267.20576,23.4037303924561,"184b9f1a90081e0ffeedc112c6431d9c","plots/svg/5e448cd61317e5499aee6d7ea7906c64.svg","24","log","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,13,2,0,"Neutral","Different range",13,10
"emily-log-2","","1a81e4bc01b252e4a1b54b449d5f2e96","19-25","Male","Graduate Degree",1605857267.23402,1605857279.23318,11.9991600513458,"e079c7c97296f2c777bede60f7d1c5b7","plots/svg/ef16f06ed4708fcd12a6249492a1e12a.svg","8","log","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,14,14,1,"Very Certain","Different shape",13,10
"emily-log-2","","1a81e4bc01b252e4a1b54b449d5f2e96","19-25","Male","Graduate Degree",1605857279.26538,1605857321.53469,42.2693047523499,"e079c7c97296f2c777bede60f7d1c5b7","plots/svg/19458f4a249031b8179c02b343dffe30.svg","7","linear","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,14,14,1,"Uncertain","Outlier(s)",13,11
"emily-log-2","","1a81e4bc01b252e4a1b54b449d5f2e96","19-25","Male","Graduate Degree",1605857321.56478,1605857365.56212,43.9973433017731,"8012cc5c1e8c712893cc2a9a040c11b1","plots/svg/820438d18efea32daec169de0273d756.svg","17","linear","target-M-Lv_null-M-Lv_r1","1","t-M_n-M","M","M","Lv","Lv",50,13,3,0,"Very Uncertain","Different range",13,3
"emily-log-2","","63f02bde638b94403d569d97edec55d0","19-25","Male","Graduate Degree",1605878433.45479,1605878487.06257,53.6077742576599,"d5c6dd039c67d2cb6771b22aa1c6aaac","plots/svg/3abe4bc02329ef5d724fd9ae7d438532.svg","25","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,1,1,1,"Certain","Different slope",2,8
"emily-log-2","","63f02bde638b94403d569d97edec55d0","19-25","Male","Graduate Degree",1605878487.12327,1605878524.00654,36.8832674026489,"3d689aa117d70559b73fe8398f1a44c6","plots/svg/20d0abf28998f59ada75cce6b4999158.svg","21","linear","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,1,1,"Uncertain","Outlier(s)",2,15
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","Under 19","Female","High School or Less",1606102529.74555,1606102565.12882,35.3832726478577,"d14de6e8946c29750256921ce0462931","plots/svg/b31a013dcd39fb18f0adb334dea600e1.svg","10","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,15,15,1,"Very Uncertain","Clustering",52,12
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","19-25","Male","Some Undergraduate Courses",1606102529.74555,1606102565.12882,35.3832726478577,"d14de6e8946c29750256921ce0462931","plots/svg/b31a013dcd39fb18f0adb334dea600e1.svg","10","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,15,15,1,"Very Uncertain","Clustering",52,12
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","Under 19","Female","High School or Less",1606102565.20449,1606102584.98526,19.7807767391205,"a3df7e1ea7711045cd8ec20ae87aa787","plots/svg/0740d5691fe759cee8e280ceb9c0255f.svg","33","linear","target-H-Lv_null-H-Lv_r1","1","t-H_n-H","H","H","Lv","Lv",50,13,15,0,"Very Uncertain","Other, space",52,2
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","19-25","Male","Some Undergraduate Courses",1606102565.20449,1606102584.98526,19.7807767391205,"a3df7e1ea7711045cd8ec20ae87aa787","plots/svg/0740d5691fe759cee8e280ceb9c0255f.svg","33","linear","target-H-Lv_null-H-Lv_r1","1","t-H_n-H","H","H","Lv","Lv",50,13,15,0,"Very Uncertain","Other, space",52,2
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","Under 19","Female","High School or Less",1606102585.01712,1606102628.16562,43.1484944820404,"7ff3391e264e98652cdb6eb8b85088c4","plots/svg/2192c71bf5b17dcdc925ca95c98694e0.svg","16","log","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,11,0,"Very Uncertain","Other, less cluster",52,13
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","19-25","Male","Some Undergraduate Courses",1606102585.01712,1606102628.16562,43.1484944820404,"7ff3391e264e98652cdb6eb8b85088c4","plots/svg/2192c71bf5b17dcdc925ca95c98694e0.svg","16","log","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,11,0,"Very Uncertain","Other, less cluster",52,13
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","Under 19","Female","High School or Less",1606102628.22061,1606102646.99521,18.7745969295502,"184b9f1a90081e0ffeedc112c6431d9c","plots/svg/5e448cd61317e5499aee6d7ea7906c64.svg","24","log","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,13,16,0,"Neutral","Clustering",52,10
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","19-25","Male","Some Undergraduate Courses",1606102628.22061,1606102646.99521,18.7745969295502,"184b9f1a90081e0ffeedc112c6431d9c","plots/svg/5e448cd61317e5499aee6d7ea7906c64.svg","24","log","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,13,16,0,"Neutral","Clustering",52,10
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","Under 19","Female","High School or Less",1606102647.04502,1606102664.5128,17.4677784442902,"87f34b01f1fce217b6c33e04da081ed0","plots/svg/35c0c87a6158fa1687b8ff46e56443e6.svg","5","linear","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,17,0,"Uncertain","Outlier(s)",52,13
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","19-25","Male","Some Undergraduate Courses",1606102647.04502,1606102664.5128,17.4677784442902,"87f34b01f1fce217b6c33e04da081ed0","plots/svg/35c0c87a6158fa1687b8ff46e56443e6.svg","5","linear","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,17,0,"Uncertain","Outlier(s)",52,13
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","Under 19","Female","High School or Less",1606102664.56519,1606102676.79341,12.2282159328461,"184b9f1a90081e0ffeedc112c6431d9c","plots/svg/a22fa470f1028ba1fa6fc5d121887a46.svg","23","linear","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,13,16,0,"Uncertain","Outlier(s)",52,10
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","19-25","Male","Some Undergraduate Courses",1606102664.56519,1606102676.79341,12.2282159328461,"184b9f1a90081e0ffeedc112c6431d9c","plots/svg/a22fa470f1028ba1fa6fc5d121887a46.svg","23","linear","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,13,16,0,"Uncertain","Outlier(s)",52,10
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","Under 19","Female","High School or Less",1606102676.83426,1606102694.26496,17.4306998252869,"d5c6dd039c67d2cb6771b22aa1c6aaac","plots/svg/929c1e7fdc8f70077cdaf06728393cf6.svg","26","log","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,1,1,1,"Certain","Different shape, Different slope",52,7
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","19-25","Male","Some Undergraduate Courses",1606102676.83426,1606102694.26496,17.4306998252869,"d5c6dd039c67d2cb6771b22aa1c6aaac","plots/svg/929c1e7fdc8f70077cdaf06728393cf6.svg","26","log","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,1,1,1,"Certain","Different shape, Different slope",52,7
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","Under 19","Female","High School or Less",1606102694.31566,1606102720.24849,25.9328281879425,"d5c6dd039c67d2cb6771b22aa1c6aaac","plots/svg/3abe4bc02329ef5d724fd9ae7d438532.svg","25","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,1,1,1,"Neutral","Different shape, Different slope",52,8
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","19-25","Male","Some Undergraduate Courses",1606102694.31566,1606102720.24849,25.9328281879425,"d5c6dd039c67d2cb6771b22aa1c6aaac","plots/svg/3abe4bc02329ef5d724fd9ae7d438532.svg","25","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,1,1,1,"Neutral","Different shape, Different slope",52,8
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","Under 19","Female","High School or Less",1606102720.30328,1606102807.28871,86.9854371547699,"87f34b01f1fce217b6c33e04da081ed0","plots/svg/5ecce62e937c1598e901631b3a1821d2.svg","6","log","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,12,1,"Certain","Different shape, Different slope",52,13
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","19-25","Male","Some Undergraduate Courses",1606102720.30328,1606102807.28871,86.9854371547699,"87f34b01f1fce217b6c33e04da081ed0","plots/svg/5ecce62e937c1598e901631b3a1821d2.svg","6","log","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,12,1,"Certain","Different shape, Different slope",52,13
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","Under 19","Female","High School or Less",1606102807.43601,1606102820.55804,13.1220283508301,"7ff3391e264e98652cdb6eb8b85088c4","plots/svg/d8dea45d5c5b31523324bc29de32411f.svg","15","linear","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,15,0,"Uncertain","Outlier(s)",52,14
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","19-25","Male","Some Undergraduate Courses",1606102807.43601,1606102820.55804,13.1220283508301,"7ff3391e264e98652cdb6eb8b85088c4","plots/svg/d8dea45d5c5b31523324bc29de32411f.svg","15","linear","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,15,0,"Uncertain","Outlier(s)",52,14
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","Under 19","Female","High School or Less",1606102820.59187,1606102840.6453,20.0534286499023,"f28e70dc6b7365974b49d253cdd85363","plots/svg/e2e1ff57be869422245fc51b15415492.svg","30","log","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,12,1,"Uncertain","Different shape, Different slope",52,12
