"description","nick_name","start_time","end_time","run_time","run","data_name","pic_name","pic_id","test_param","param_value","rorschach","curvature","target_curvature","null_curvature","target_variability","null_variability","sample_size","obs_plot_location","response_no","correct","conf_level","choice_reason","participant_count","plot_count"
"emily-log-2","28fad056d8ae07f1fce2cfb4f2a2652a",1605843078.38614,1605843129.22013,50.8339910507202,"15","8ad2ea6719790c191cedf1038d3cbca5","plots/svg/5df2947852318075a066e55984da5020.svg","13","linear","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,19,0,"Uncertain","Clustering, Outlier(s)",13,22
"emily-log-2","28fad056d8ae07f1fce2cfb4f2a2652a",1605843129.25002,1605843140.60444,11.3544232845306,"15","6a72b42ba970ea6798a886761baf324f","plots/svg/19640c3dc14337740f45aee91eed5803.svg","12","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,17,1,"Very Certain","Different slope",13,18
"emily-log-2","28fad056d8ae07f1fce2cfb4f2a2652a",1605843140.63636,1605843161.79154,21.1551730632782,"15","6a72b42ba970ea6798a886761baf324f","plots/svg/16ce6f7a2dfb1a760c7ba8bcd54daccc.svg","11","linear","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,17,1,"Certain","Different slope",13,18
"emily-log-2","28fad056d8ae07f1fce2cfb4f2a2652a",1605843161.84239,1605843233.34677,71.5043802261353,"15","87f34b01f1fce217b6c33e04da081ed0","plots/svg/35c0c87a6158fa1687b8ff46e56443e6.svg","5","linear","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,14,0,"Uncertain","Different range, Outlier(s)",13,23
"emily-log-2","28fad056d8ae07f1fce2cfb4f2a2652a",1605843233.37731,1605843271.8266,38.4492859840393,"15","87f34b01f1fce217b6c33e04da081ed0","plots/svg/5ecce62e937c1598e901631b3a1821d2.svg","6","log","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,12,1,"Uncertain","Different slope",13,20
"emily-log-2","29fd2ae75eb8f9c21c055211b45fb2de",1606180594.83284,1606180619.53761,24.7047734260559,"16","47748c8978f11fc269bed62ca7f6a4d3","plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg","28","log","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Uncertain","Different shape, Different slope",13,21
"emily-log-2","29fd2ae75eb8f9c21c055211b45fb2de",1606180619.5676,1606180637.47063,17.9030327796936,"16","b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/39f08ba7613fc59a3b114a36a3a14244.svg","32","log","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,12,1,"Uncertain","Different shape",13,21
"emily-log-2","29fd2ae75eb8f9c21c055211b45fb2de",1606180637.50099,1606180669.80552,32.3045210838318,"16","8ad2ea6719790c191cedf1038d3cbca5","plots/svg/5df2947852318075a066e55984da5020.svg","13","linear","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,10,1,"Uncertain","Different shape",13,22
"emily-log-2","29fd2ae75eb8f9c21c055211b45fb2de",1606180669.84082,1606180687.32051,17.4796934127808,"16","d14de6e8946c29750256921ce0462931","plots/svg/b31a013dcd39fb18f0adb334dea600e1.svg","10","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,15,15,1,"Uncertain","Different shape, Different slope",13,24
"emily-log-2","29fd2ae75eb8f9c21c055211b45fb2de",1606180687.35419,1606180703.18318,15.8289852142334,"16","8ad2ea6719790c191cedf1038d3cbca5","plots/svg/df10610fd0e27c50fe0db5b8ca04f080.svg","14","log","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,10,1,"Uncertain","Different shape, Different slope",13,23
"emily-log-2","29fd2ae75eb8f9c21c055211b45fb2de",1606180703.21897,1606180744.44504,41.2260663509369,"16","184b9f1a90081e0ffeedc112c6431d9c","plots/svg/5e448cd61317e5499aee6d7ea7906c64.svg","24","log","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,13,13,1,"Very Uncertain","Different shape",13,18
"emily-log-2","29fd2ae75eb8f9c21c055211b45fb2de",1606180744.48003,1606180762.47818,17.9981465339661,"16","47748c8978f11fc269bed62ca7f6a4d3","plots/svg/d4332bd8e199471b74969e986f987ac8.svg","27","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Very Uncertain","Different shape",13,21
"emily-log-2","29fd2ae75eb8f9c21c055211b45fb2de",1606180791.25733,1606180804.35944,13.1021032333374,"16","b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/e9510e025a1152c8bc78255bdc926f93.svg","31","linear","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,4,0,"Very Uncertain","Clustering",13,22
"emily-log-2","29fd2ae75eb8f9c21c055211b45fb2de",1606180804.3905,1606180817.34123,12.9507300853729,"16","d14de6e8946c29750256921ce0462931","plots/svg/b3a9571d8982604b9f655471bfe04fc1.svg","9","linear","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,15,15,1,"Uncertain","Clustering, Different slope",13,24
"emily-log-2","29fd2ae75eb8f9c21c055211b45fb2de",1606180817.37403,1606180833.17803,15.8040044307709,"16","e079c7c97296f2c777bede60f7d1c5b7","plots/svg/19458f4a249031b8179c02b343dffe30.svg","7","linear","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,14,14,1,"Uncertain","Clustering, Outlier(s)",13,24
"emily-log-2","29fd2ae75eb8f9c21c055211b45fb2de",1606180833.22194,1606180849.7334,16.5114555358887,"16","184b9f1a90081e0ffeedc112c6431d9c","plots/svg/a22fa470f1028ba1fa6fc5d121887a46.svg","23","linear","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,13,13,1,"Very Uncertain","Clustering, Outlier(s)",13,18
"emily-log-2","29fd2ae75eb8f9c21c055211b45fb2de",1606180849.85831,1606180859.12755,9.26924157142639,"16","e079c7c97296f2c777bede60f7d1c5b7","plots/svg/ef16f06ed4708fcd12a6249492a1e12a.svg","8","log","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,14,14,1,"Uncertain","Different shape, Different slope",13,21
"emily-log-2","2ac7cb9bd776d407e08b85eb619f15ca",1606180375.65038,1606180441.59127,65.9408967494965,"17","b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/e9510e025a1152c8bc78255bdc926f93.svg","31","linear","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,4,0,"Very Uncertain","Different range, Different slope",13,22
"emily-log-2","2ac7cb9bd776d407e08b85eb619f15ca",1606180441.62094,1606180463.31312,21.6921787261963,"17","b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/39f08ba7613fc59a3b114a36a3a14244.svg","32","log","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,12,1,"Certain","Different shape",13,21
"emily-log-2","2ac7cb9bd776d407e08b85eb619f15ca",1606180463.3453,1606180475.71369,12.3683936595917,"17","6a72b42ba970ea6798a886761baf324f","plots/svg/19640c3dc14337740f45aee91eed5803.svg","12","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,17,1,"Very Certain","Different shape",13,18
"emily-log-2","2ac7cb9bd776d407e08b85eb619f15ca",1606180475.74388,1606180506.82933,31.0854527950287,"17","3d689aa117d70559b73fe8398f1a44c6","plots/svg/20d0abf28998f59ada75cce6b4999158.svg","21","linear","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,1,1,"Uncertain","Different slope",13,28
"emily-log-2","2ac7cb9bd776d407e08b85eb619f15ca",1606180506.85832,1606180559.52811,52.6697845458984,"17","87f34b01f1fce217b6c33e04da081ed0","plots/svg/5ecce62e937c1598e901631b3a1821d2.svg","6","log","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,12,1,"Very Uncertain","Outlier(s)",13,20
"emily-log-2","2ac7cb9bd776d407e08b85eb619f15ca",1606180559.56103,1606180573.13157,13.5705420970917,"17","47748c8978f11fc269bed62ca7f6a4d3","plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg","28","log","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Certain","Different slope",13,21
"emily-log-2","2ac7cb9bd776d407e08b85eb619f15ca",1606180593.19725,1606180644.5602,51.3629455566406,"17","87f34b01f1fce217b6c33e04da081ed0","plots/svg/35c0c87a6158fa1687b8ff46e56443e6.svg","5","linear","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,17,0,"Very Uncertain","Outlier(s)",13,23
"emily-log-2","2ac7cb9bd776d407e08b85eb619f15ca",1606180644.59247,1606180666.28018,21.6877145767212,"17","47748c8978f11fc269bed62ca7f6a4d3","plots/svg/d4332bd8e199471b74969e986f987ac8.svg","27","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Uncertain","Different shape",13,21
"emily-log-2","2ac7cb9bd776d407e08b85eb619f15ca",1606180666.31107,1606180681.61974,15.3086647987366,"17","6a72b42ba970ea6798a886761baf324f","plots/svg/16ce6f7a2dfb1a760c7ba8bcd54daccc.svg","11","linear","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,17,1,"Certain","Different slope",13,18
"emily-log-2","2ac7cb9bd776d407e08b85eb619f15ca",1606180681.64908,1606180693.96068,12.3115904331207,"17","8ad2ea6719790c191cedf1038d3cbca5","plots/svg/df10610fd0e27c50fe0db5b8ca04f080.svg","14","log","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,10,1,"Uncertain","Different shape",13,23
"emily-log-2","2ac7cb9bd776d407e08b85eb619f15ca",1606180693.99051,1606180710.43617,16.4456610679626,"17","3d689aa117d70559b73fe8398f1a44c6","plots/svg/d6bc919b68b3711ec58a7d2d12363647.svg","22","log","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,10,0,"Very Uncertain","Clustering",13,23
"emily-log-2","2ac7cb9bd776d407e08b85eb619f15ca",1606180710.46712,1606180740.84633,30.3792157173157,"17","8ad2ea6719790c191cedf1038d3cbca5","plots/svg/5df2947852318075a066e55984da5020.svg","13","linear","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,13,0,"Very Uncertain","Different range",13,22
"emily-log-2","3be11b1b5cc91b22f4e6e79111dda91b",1605825921.99783,1605825962.06293,40.065098285675,"18","d14de6e8946c29750256921ce0462931","plots/svg/b3a9571d8982604b9f655471bfe04fc1.svg","9","linear","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,15,15,1,"Certain","Different slope",3,24
"emily-log-2","3be11b1b5cc91b22f4e6e79111dda91b",1605825962.09657,1605825986.71439,24.6178152561188,"18","b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/39f08ba7613fc59a3b114a36a3a14244.svg","32","log","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,8,0,"Certain","Clustering",3,21
"emily-log-2","3be11b1b5cc91b22f4e6e79111dda91b",1605825986.75481,1605826004.65036,17.8955492973328,"18","d14de6e8946c29750256921ce0462931","plots/svg/b31a013dcd39fb18f0adb334dea600e1.svg","10","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,15,20,0,"Neutral","Different slope",3,24
"emily-log-2","4c7cee72e71798b9ee3092a8d60ed224",1606184934.27756,1606184996.50246,62.2249007225037,"19","e079c7c97296f2c777bede60f7d1c5b7","plots/svg/19458f4a249031b8179c02b343dffe30.svg","7","linear","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,14,14,1,"Neutral","Different shape, Different slope, Outlier(s)",13,24
"emily-log-2","4c7cee72e71798b9ee3092a8d60ed224",1606184996.56308,1606185029.07642,32.5133423805237,"19","d5c6dd039c67d2cb6771b22aa1c6aaac","plots/svg/929c1e7fdc8f70077cdaf06728393cf6.svg","26","log","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,1,1,1,"Certain","Different range, Different shape, Different slope",13,22
"emily-log-2","4c7cee72e71798b9ee3092a8d60ed224",1606185029.1066,1606185121.75819,92.65158867836,"19","d14de6e8946c29750256921ce0462931","plots/svg/b3a9571d8982604b9f655471bfe04fc1.svg","9","linear","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,15,15,1,"Neutral","Different range, Different shape, Different slope, Other, More scattered",13,24
"emily-log-2","4c7cee72e71798b9ee3092a8d60ed224",1606185121.79037,1606185238.45324,116.662868499756,"19","f28e70dc6b7365974b49d253cdd85363","plots/svg/e2e1ff57be869422245fc51b15415492.svg","30","log","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,1,0,"Very Uncertain","Clustering, Different range, Different shape, Different slope, Outlier(s), Other, No idea",13,20
"emily-log-2","4c7cee72e71798b9ee3092a8d60ed224",1606185238.48591,1606185299.52895,61.0430362224579,"19","8ad2ea6719790c191cedf1038d3cbca5","plots/svg/5df2947852318075a066e55984da5020.svg","13","linear","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,19,0,"Neutral","Different range, Different shape",13,22
"emily-log-2","4c7cee72e71798b9ee3092a8d60ed224",1606185299.56078,1606185340.13839,40.5776073932648,"19","e079c7c97296f2c777bede60f7d1c5b7","plots/svg/ef16f06ed4708fcd12a6249492a1e12a.svg","8","log","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,14,14,1,"Very Certain","Different shape",13,21
"emily-log-2","4c7cee72e71798b9ee3092a8d60ed224",1606185340.17776,1606185392.05819,51.8804275989532,"19","f28e70dc6b7365974b49d253cdd85363","plots/svg/abd7b714d3c960b93247a0a3e0308473.svg","29","linear","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,14,0,"Neutral","Other, All fits on one clean curve",13,21
"emily-log-2","4c7cee72e71798b9ee3092a8d60ed224",1606185392.08833,1606185417.82726,25.7389314174652,"19","d14de6e8946c29750256921ce0462931","plots/svg/b31a013dcd39fb18f0adb334dea600e1.svg","10","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,15,15,1,"Certain","Different shape",13,24
"emily-log-2","4c7cee72e71798b9ee3092a8d60ed224",1606185417.85819,1606185440.4191,22.5609121322632,"19","184b9f1a90081e0ffeedc112c6431d9c","plots/svg/5e448cd61317e5499aee6d7ea7906c64.svg","24","log","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,13,13,1,"Certain","Different shape",13,18
"emily-log-2","4c7cee72e71798b9ee3092a8d60ed224",1606185440.46278,1606185466.06338,25.6006019115448,"19","d5c6dd039c67d2cb6771b22aa1c6aaac","plots/svg/3abe4bc02329ef5d724fd9ae7d438532.svg","25","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,1,1,1,"Certain","Different slope",13,23
"emily-log-2","4c7cee72e71798b9ee3092a8d60ed224",1606185466.09677,1606185491.6613,25.5645244121552,"19","184b9f1a90081e0ffeedc112c6431d9c","plots/svg/a22fa470f1028ba1fa6fc5d121887a46.svg","23","linear","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,13,13,1,"Uncertain","Outlier(s)",13,18
"emily-log-2","4c7cee72e71798b9ee3092a8d60ed224",1606185491.69289,1606185509.46046,17.7675745487213,"19","8ad2ea6719790c191cedf1038d3cbca5","plots/svg/df10610fd0e27c50fe0db5b8ca04f080.svg","14","log","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,10,1,"Certain","Different shape",13,23
"emily-log-2","5083fc7d8a5a8f50e96063237f0c8afe",1606102529.74555,1606102565.12882,35.3832726478577,"20","d14de6e8946c29750256921ce0462931","plots/svg/b31a013dcd39fb18f0adb334dea600e1.svg","10","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,15,15,1,"Very Uncertain","Clustering",13,24
"emily-log-2","5083fc7d8a5a8f50e96063237f0c8afe",1606102585.01712,1606102628.16562,43.1484944820404,"20","7ff3391e264e98652cdb6eb8b85088c4","plots/svg/2192c71bf5b17dcdc925ca95c98694e0.svg","16","log","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,11,0,"Very Uncertain","Other, less cluster",13,22
"emily-log-2","5083fc7d8a5a8f50e96063237f0c8afe",1606102628.22061,1606102646.99521,18.7745969295502,"20","184b9f1a90081e0ffeedc112c6431d9c","plots/svg/5e448cd61317e5499aee6d7ea7906c64.svg","24","log","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,13,16,0,"Neutral","Clustering",13,18
"emily-log-2","5083fc7d8a5a8f50e96063237f0c8afe",1606102647.04502,1606102664.5128,17.4677784442902,"20","87f34b01f1fce217b6c33e04da081ed0","plots/svg/35c0c87a6158fa1687b8ff46e56443e6.svg","5","linear","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,17,0,"Uncertain","Outlier(s)",13,23
"emily-log-2","5083fc7d8a5a8f50e96063237f0c8afe",1606102664.56519,1606102676.79341,12.2282159328461,"20","184b9f1a90081e0ffeedc112c6431d9c","plots/svg/a22fa470f1028ba1fa6fc5d121887a46.svg","23","linear","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,13,16,0,"Uncertain","Outlier(s)",13,18
"emily-log-2","5083fc7d8a5a8f50e96063237f0c8afe",1606102676.83426,1606102694.26496,17.4306998252869,"20","d5c6dd039c67d2cb6771b22aa1c6aaac","plots/svg/929c1e7fdc8f70077cdaf06728393cf6.svg","26","log","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,1,1,1,"Certain","Different shape, Different slope",13,22
"emily-log-2","5083fc7d8a5a8f50e96063237f0c8afe",1606102694.31566,1606102720.24849,25.9328281879425,"20","d5c6dd039c67d2cb6771b22aa1c6aaac","plots/svg/3abe4bc02329ef5d724fd9ae7d438532.svg","25","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,1,1,1,"Neutral","Different shape, Different slope",13,23
"emily-log-2","5083fc7d8a5a8f50e96063237f0c8afe",1606102720.30328,1606102807.28871,86.9854371547699,"20","87f34b01f1fce217b6c33e04da081ed0","plots/svg/5ecce62e937c1598e901631b3a1821d2.svg","6","log","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,12,1,"Certain","Different shape, Different slope",13,20
"emily-log-2","5083fc7d8a5a8f50e96063237f0c8afe",1606102807.43601,1606102820.55804,13.1220283508301,"20","7ff3391e264e98652cdb6eb8b85088c4","plots/svg/d8dea45d5c5b31523324bc29de32411f.svg","15","linear","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,15,0,"Uncertain","Outlier(s)",13,21
"emily-log-2","5083fc7d8a5a8f50e96063237f0c8afe",1606102820.59187,1606102840.6453,20.0534286499023,"20","f28e70dc6b7365974b49d253cdd85363","plots/svg/e2e1ff57be869422245fc51b15415492.svg","30","log","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,12,1,"Uncertain","Different shape, Different slope",13,20
"emily-log-2","5083fc7d8a5a8f50e96063237f0c8afe",1606102840.68051,1606102864.98724,24.3067388534546,"20","d14de6e8946c29750256921ce0462931","plots/svg/b3a9571d8982604b9f655471bfe04fc1.svg","9","linear","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,15,5,0,"Very Uncertain","Clustering",13,24
"emily-log-2","5083fc7d8a5a8f50e96063237f0c8afe",1606102865.04173,1606102892.42474,27.3830053806305,"20","f28e70dc6b7365974b49d253cdd85363","plots/svg/abd7b714d3c960b93247a0a3e0308473.svg","29","linear","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,5,0,"Uncertain","Clustering",13,21
"emily-log-2","5083fc7d8a5a8f50e96063237f0c8afe",1606102936.98684,1606102988.8076,51.8207607269287,"21","b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/39f08ba7613fc59a3b114a36a3a14244.svg","32","log","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,12,1,"Certain","Different shape",13,21
"emily-log-2","5083fc7d8a5a8f50e96063237f0c8afe",1606102988.83911,1606103071.98066,83.1415495872498,"21","7ff3391e264e98652cdb6eb8b85088c4","plots/svg/d8dea45d5c5b31523324bc29de32411f.svg","15","linear","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,20,0,"Neutral","Outlier(s)",13,21
"emily-log-2","5083fc7d8a5a8f50e96063237f0c8afe",1606103072.03165,1606103115.97346,43.9418139457703,"21","6a72b42ba970ea6798a886761baf324f","plots/svg/16ce6f7a2dfb1a760c7ba8bcd54daccc.svg","11","linear","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,17,1,"Certain","Different shape",13,18
"emily-log-2","5083fc7d8a5a8f50e96063237f0c8afe",1606103241.87221,1606103291.70611,49.8338987827301,"21","b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/e9510e025a1152c8bc78255bdc926f93.svg","31","linear","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,12,1,"Very Certain","Different shape",13,22
"emily-log-2","5083fc7d8a5a8f50e96063237f0c8afe",1606103291.76013,1606103308.47576,16.7156326770782,"21","47748c8978f11fc269bed62ca7f6a4d3","plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg","28","log","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Very Certain","Different shape",13,21
"emily-log-2","5083fc7d8a5a8f50e96063237f0c8afe",1606103308.52651,1606103361.471,52.9444856643677,"21","47748c8978f11fc269bed62ca7f6a4d3","plots/svg/d4332bd8e199471b74969e986f987ac8.svg","27","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Neutral","Different shape",13,21
"emily-log-2","5083fc7d8a5a8f50e96063237f0c8afe",1606103361.61581,1606103400.82623,39.2104251384735,"21","e079c7c97296f2c777bede60f7d1c5b7","plots/svg/ef16f06ed4708fcd12a6249492a1e12a.svg","8","log","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,14,14,1,"Certain","Different shape",13,21
"emily-log-2","5083fc7d8a5a8f50e96063237f0c8afe",1606103400.88042,1606103426.07644,25.1960170269012,"21","3d689aa117d70559b73fe8398f1a44c6","plots/svg/20d0abf28998f59ada75cce6b4999158.svg","21","linear","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,1,1,"Certain","Different slope",13,28
"emily-log-2","5083fc7d8a5a8f50e96063237f0c8afe",1606103426.12766,1606103447.28325,21.1555953025818,"21","3d689aa117d70559b73fe8398f1a44c6","plots/svg/d6bc919b68b3711ec58a7d2d12363647.svg","22","log","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,1,1,"Certain","Different shape",13,23
"emily-log-2","5083fc7d8a5a8f50e96063237f0c8afe",1606103447.32412,1606103479.99224,32.6681244373322,"21","6a72b42ba970ea6798a886761baf324f","plots/svg/19640c3dc14337740f45aee91eed5803.svg","12","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,17,1,"Very Certain","Different shape",13,18
"emily-log-2","5083fc7d8a5a8f50e96063237f0c8afe",1606103480.02367,1606103542.76241,62.7387323379517,"21","7ff3391e264e98652cdb6eb8b85088c4","plots/svg/2192c71bf5b17dcdc925ca95c98694e0.svg","16","log","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,10,1,"Certain","Different shape",13,22
"emily-log-2","5083fc7d8a5a8f50e96063237f0c8afe",1606103542.81567,1606103585.41623,42.6005551815033,"21","e079c7c97296f2c777bede60f7d1c5b7","plots/svg/19458f4a249031b8179c02b343dffe30.svg","7","linear","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,14,14,1,"Uncertain","Different range",13,24
"emily-log-2","589a7834099998445cd20117a88d444c",1603661674.58534,1603661684.87278,10.2874360084534,"22","6a72b42ba970ea6798a886761baf324f","plots/svg/16ce6f7a2dfb1a760c7ba8bcd54daccc.svg","11","linear","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,17,1,"Certain","Different shape",13,18
"emily-log-2","589a7834099998445cd20117a88d444c",1603661684.91206,1603661690.80165,5.88959121704102,"22","d5c6dd039c67d2cb6771b22aa1c6aaac","plots/svg/929c1e7fdc8f70077cdaf06728393cf6.svg","26","log","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,1,1,1,"Certain","Different shape",13,22
"emily-log-2","589a7834099998445cd20117a88d444c",1603661690.85271,1603661707.94318,17.0904650688171,"22","3d689aa117d70559b73fe8398f1a44c6","plots/svg/20d0abf28998f59ada75cce6b4999158.svg","21","linear","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,1,1,"Certain","Different slope",13,28
"emily-log-2","589a7834099998445cd20117a88d444c",1603661707.98408,1603661736.28678,28.3026988506317,"22","87f34b01f1fce217b6c33e04da081ed0","plots/svg/35c0c87a6158fa1687b8ff46e56443e6.svg","5","linear","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,12,1,"Uncertain","Different slope",13,23
"emily-log-2","589a7834099998445cd20117a88d444c",1603661736.32782,1603661758.15455,21.8267285823822,"22","7ff3391e264e98652cdb6eb8b85088c4","plots/svg/d8dea45d5c5b31523324bc29de32411f.svg","15","linear","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,1,0,"Certain","Different shape",13,21
"emily-log-2","589a7834099998445cd20117a88d444c",1603661758.19501,1603661763.05509,4.8600811958313,"22","3d689aa117d70559b73fe8398f1a44c6","plots/svg/d6bc919b68b3711ec58a7d2d12363647.svg","22","log","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,1,1,"Very Certain","Different shape",13,23
"emily-log-2","589a7834099998445cd20117a88d444c",1603661763.09685,1603661768.35815,5.26129746437073,"22","6a72b42ba970ea6798a886761baf324f","plots/svg/19640c3dc14337740f45aee91eed5803.svg","12","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,17,1,"Very Certain","Different slope",13,18
"emily-log-2","589a7834099998445cd20117a88d444c",1603661768.40232,1603661773.47759,5.07527136802673,"22","d5c6dd039c67d2cb6771b22aa1c6aaac","plots/svg/3abe4bc02329ef5d724fd9ae7d438532.svg","25","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,1,1,1,"Very Certain","Different shape",13,23
